,address,amount,percentOfTotal
740,9hAjf6aQSWceowLzxB265m57pYy1xseJSA61yBfh5Kh5FrLT1KN,1,0.0002
741,9hLs5kaSrt17NymuTSQCuQfSvUQ5KdFFoX21UPmKPKeEFw8umr5,1,0.0002
742,9hLzq7fYsruidpeiHNBqCLYkKjTt9fiyTYMVmrkAW38zFLDHubG,1,0.0002
743,9hM2VRQZjZzf2GaSAj75n6wsGMw18EAW2dxCPDgnUS9gZV5Q751,1,0.0002
744,9h9FfJFQ9d3i9ag6GF77tn8WUzYaXpWmsqLzWRhVNpykbGiXvD4,1,0.0002
745,9hM2XaTfjzB3zMv6u77ybjex9zBqFKmbsFYnt3LgzPpYtfCgieP,1,0.0002
746,9hM3sh7JvzyxtbTfwcNA57dKY1Br4gZKaBWKRi1N79iAtQD6GMU,1,0.0002
747,9hM55TnDA9P7j9GqHQwGCfotPi6fqfytT5XSrRnMvLbqbxSxFN5,1,0.0002
748,9h9E4QHiXVrqwW9xc9aTrGtUtbTbDmadeo2kjG8bmAwj3cUtnQ5,1,0.0002
749,9hM5pp4NsD9kV578h9ni9cEfqo2YLY9SB7Nv6dcnvbG1K6htDH3,1,0.0002
750,9hM5yQVY6pgMyXFVij2i2LptwdQXYnN4uG4J7BndotNJs9SkLTN,1,0.0002
751,9hM7Meqt1o5MimXPq71vruSJqiVfQvVd6w4TwvKze4RTFXGy4XL,1,0.0002
752,9hMFs7cGnaauSHsEAQ87Y8zSbpQh5ekLrSX5J7eZ6VQd9aajRUF,1,0.0002
753,9hMG9XcVvQhsNWomBXmgFfZb7djXMBrTmCy78x3WhDTZ4xL9B7n,1,0.0002
754,9hMPxxHSpV5DZjUwEKXJDsboXgz4ApP47tn2sYL3ectq2Tn3i6S,1,0.0002
755,9hJr66A9gk6zTZV7rxssn5BTWxEU4yG4YACqmHoWN72Xcekqe89,1,0.0002
756,9hJKE94cWGJGvpcT8gipcmHtv9BJ5drFBECjWVwabmM7tjoU3Xs,1,0.0002
757,9hAmyg8rmEzVQCt56afpCRrWjAMFLe7Sgw96mHDTJmKT5cJZg7A,1,0.0002
758,9hF1JD7wuP3BJvqRhSeV1ZUahdFiNigNGFnxcAJTNfiD6MBPSNw,1,0.0002
759,9hCbkQN3bpd4sYAzdbKdmVBjL6smHm6sCi6SJ469TcQA1Mp6ATG,1,0.0002
760,9hFHWe2EknhpKKd1vPULuJT3LrgKvb8Nr2mrenDk47Q3CcsYrSD,1,0.0002
761,9hFA8nNXtSMWeLNGnukT9SNicYCmDF1ui8HaFLMiuPb4ScZ6BH8,1,0.0002
762,9hCdxzdHwDvpVmHSomfjDLuDVXmt89eJibPnaCbDBBpJinJ4Wd2,1,0.0002
763,9hF87y7A3Fw58NnsXdmKL4dUKo52uSUCkGpjeLkNXp6HSZSEQEG,1,0.0002
764,9hF6uPywiwVkB2Vj5mVPZNE4NgAvHLQLAFeVucgSefLUjHBn7oi,1,0.0002
765,9hEyuVmbTQavbJsuQPTggcqKys6JG2vAvHYM8TJQjZJCx5AAd5N,1,0.0002
766,9hFRhgKh4DkqUdZ9UAaAAw6KkV6Dn5sXww5f2vqwqMU6YFeC2Fg,1,0.0002
767,9hCg7gr8VHdJ6sh2W8rtoHWivVj7RXN4bR3SdmSZmh7GYpybjee,1,0.0002
768,9hEvxShgaDuS1UVJahjNgRqgShQWmoFZF6dMYVanVPg17pjX7Np,1,0.0002
769,9hCoHXT1zLxbSZoXL7nfQ1zgdLbvdrxxx962BNEctzNscyJ9eNb,1,0.0002
770,9hEqYfb1zFkGTuTdFmko167FSPuR97QtDTJ75BMVSgpPDVQNPkA,1,0.0002
771,9hCrr75cREuokTYVWFNqd4emQGD4wK5TX9M9GWntoLzB7gt3Ba4,1,0.0002
772,9hEnUn5Lfv4UZn4KtMTfztXEBz6xJm4vsD4ys3KPEGwL3fqfkWv,1,0.0002
773,9hFRcxLPKiTcAjgLTfKSbta1ZBV22wom7rWsxob3DzBfm2iukKs,1,0.0002
774,9hFc6pjK94mbEhGqA8iZddkF9RL3QnduNBVG2FtbQWHjACnhbqo,1,0.0002
775,9hCydjrJr2UZwQuYrDSuYbxEhr142WSvmeQtgLuXGLFHLUMxciM,1,0.0002
776,9hFzXiCJ38UgVqmH6BYPqihUeYMrvgsZ7HTABvRocfXkPK9RmWb,1,0.0002
777,9hCFt9nYr2sRJf33tuwzN6QuGm7oXiuVD9LHHPmzhAFyCT5BuAb,1,0.0002
778,9hCGAcKJd3wmMhP6c1XcjBJ14eeQmLvqRBpL6Rx6vLBExxQ5hMz,1,0.0002
779,9hG2nyskc9sJJzjchoYcnmQhgbeViXJHPXvskC4PsGJuLuxWLfD,1,0.0002
780,9hCRmtQz1Ue6gN442k58YJHVup7wboKjxdgYqKNWHgME1LYqrFu,1,0.0002
781,9hCSHYenLkM1NtKAS8Rku55aEg8eFNAW6CBetVEFTUkk9urt1GS,1,0.0002
782,9hCSKtqHhRG63GoKQc6zd7Lu3nj79U3fGAw4KtNg2h9hJ6RsrhB,1,0.0002
783,9hFv92Wv9WfQ1E3j9DNdyYxiRsd3pGK4WJGp2AvT91ZRvvbYGnp,1,0.0002
784,9hCX4CzceCr2yQiWAcB8n1FWcTSQ4kUcgPaJfPmY5c7515pCaKx,1,0.0002
785,9hFsD4LQ7X7AeCvhPXA7SNvoh6zgaFhWCr7zsLrvZTYYwhjwEDZ,1,0.0002
786,9hFqyuy75chMnABsRNCcqepAsD52LjNExJFGWvr4K2HBvexDiPD,1,0.0002
787,9hCTcpRXiUsAunFpcj5MjXJAshxgiHMZgckkoFZhUGm2qn4deg1,1,0.0002
788,9hCUkqC1GEWoB5Nxm3scLZ1cLqoZSCdPw1aSYJaMgpj8MacdzVk,1,0.0002
789,9hFePhcd7yypj2y46HLgPoH9ZMZ6uU6zr6d15UW7KoSQtk2JAhZ,1,0.0002
790,9hFcSBJFjbQ3FWeePJwX6xGaNcrDTwj4VdW7huMgqC2okSisqJo,1,0.0002
791,9hCueUdbABeriWs81uAX3yYVW4GVgutRk7ATwVNEs4dfEeT1K57,1,0.0002
792,9hEjzF8MygSzGxnHHzgJvfsRMi9ELQ8L84TnDZj4abcPqdv2TAK,1,0.0002
793,9hGDWWiQu86J2qJcnLLo4Z5FHbaJSHxngAcH6Erz95dr4gTih3D,1,0.0002
794,9hEFgF7pvbDWH6dMoxoaKWHSrZGi81Ry2khgVRw7D8cXa5XTWCi,1,0.0002
795,9hELbHoCGKG1sbvC74u5nJTNUgVdqzG4ZXJYjqnDETKH7aQvppS,1,0.0002
796,9hDgMB8bE3ycvxjfmmaJvLb9wP7y2jYkP6mN2kgG2P5R6RQq6cZ,1,0.0002
797,9hEKx2J3eNjNFeNReZ1g3Fmgmr2u4wCKh4t6CTq95EpgmvuqQCk,1,0.0002
798,9hEGhRFNF8npPqpWRYtXgJp3rVKENE4PW44CqAZYEsEobc4qhX7,1,0.0002
799,9hDmcbHADnMzTYgavaMeJzZvuz2d6HECnFqq6MHu8j7CV6JPfKY,1,0.0002
800,9hEGGCNmFyfc3kUjWW3QWTyz2KgQut5uC4HA81rcSsjHrdcBUEQ,1,0.0002
801,9hDo1UU9nBbnP42nTc7xQt99jFrJbfs7JoLP6pDTezRh43mados,1,0.0002
802,9hEUvzgXN8B1Vb3833YKjN9zcKLR2fmK6NqZb4QxUb2Vsg1Wvyj,1,0.0002
803,9hE8meGFdWu1jEHTbbDQ7znMHfgYWXehp4zdQSFrWp3pg2vfqWB,1,0.0002
804,9hDunk65bvsJ1zEi9rHVVVS7d6CbsH8dxSs2ZAn9HZ5Y5o9ses8,1,0.0002
805,9hE1PZ78Td9gLydagvkGuFhqyc8LdntG66A2tmn6qWjT4d35BHa,1,0.0002
806,9hE8NH4hGePb7YMro6WmQdXECox1eh2uGoR1uTPM6w2NEeuxaRL,1,0.0002
807,9hE1i12W5Vowj3ymH6NWobzZaDdsci18W8UUE3VcnMfcidyfQ4b,1,0.0002
808,9hE75gLeovTWx6mtpu7NNCNDktMpvgCyjYWfyp5xeZN1wXsWWXr,1,0.0002
809,9hESHyoxgXv1d28VurJkWLFA71FX7GxCPC7GZs6dsY1C4aTJ1b7,1,0.0002
810,9hEWUo9chT9qPbdnCbtPgUkSsjBW8xrBduGbzg16Uoki42q1RAZ,1,0.0002
811,9hEissHPTNP8qFoWLJPdx8337dzHFiaSNWH4EaqnuuV7cYdmyMQ,1,0.0002
812,9hDFdQKYVcWY8ENjrqdAd1VPGmZZESuPrkme5x9r4Pu5QFrMDcB,1,0.0002
813,9hD1RNAMyhqrCF5Q424hm6S4XBAqvD69oUvybxYvEEA79S2B5wn,1,0.0002
814,9hEf6dHSqdutGusoJcVmCzicZzEFtQbyJ6jN997HMGPs9zCL5dz,1,0.0002
815,9hEekmtY1LE7829JLtYh1ubp6nqPeQN2R9G1nP97zejDk9B4xnv,1,0.0002
816,9hEebs3knbBER4M81RnQuiVLUonDsdXJi6LVFzuEyhtNrsEAasz,1,0.0002
817,9hDEw9yfpTcnLsVt8TvmGQbbZbe3n9HvobRwK2GD1pJDhLWHspW,1,0.0002
818,9hEZTf5Tfy6eHnvx5bW4W7t5qgwZctrQjscnB48GSshh2jYkfZc,1,0.0002
819,9hDGgVpeFqdiXJPfptCD93b7Jo71fagx9NZQLmbMs9UtX7GKjjT,1,0.0002
820,9hDaSg17W3sBebYaZP4tG8DscCQhhmkeCWEQmvCmvNszkjBEFe9,1,0.0002
821,9hDNR4Q6ntNyD8QD6hHg42q424rRqWM2vBEwVDkS19RzqLc7SRq,1,0.0002
822,9hDX6rhRYE41SucEuqHBYigq7vN1dd3iNdHR3uG5nYjzittRBcZ,1,0.0002
823,9hEYv331MtBHjL29JCF71b82pn2CxSYrMZ5MMifdyfEbmrdDTyn,1,0.0002
824,9hEXTmgBFBQqkLoUqcuizzHah2xs5NrAVBd1pNhMMTqLuBgfVE9,1,0.0002
825,9hEXFGSH3Dsc87NsiHnepHwkN7AmEDHHSjaHj2RkFobfFrDRuoM,1,0.0002
826,9hDZvx5VGfZix1NHgXgkQBAp7hH7RMpo5n12HB6ggU96GUgCSJ1,1,0.0002
827,9hG5iX5MVYNuGbEG9igcTX5m3jL6wssKBNdE9nYcZ8HvPDQktZf,1,0.0002
828,9hGDn7pmzCwCgoZc6SAFtMPDWczekXdJhq6QwhdGkheGRHCpMnf,1,0.0002
829,9hJoqKFYksu6i9zTUDvgPSUaHC41DGoAaXHhVyrJXdWqgWaSYHb,1,0.0002
830,9hBRZKm8s5eWfcu6ziGJ4uSVSr56G4QCcrAyuRfLVVCmcK8M5Mo,1,0.0002
831,9eXADAGKNFQz6fukx4vZUnwo9m8gsSss5DKPHZoPjzCP1rrAeWZ,1,0.0002
832,9hJ7TDSMyeD6vsdL4G9uB5kv3mZaYjFsgshpA37peujJ83hRvKW,1,0.0002
833,9hBJEaN6KuJteEK7WBT5DJTgAyVgzR3zwQHonUZHNhHKmGqJDok,1,0.0002
834,9hHwUFfrk3gfPTwjLyE8ueL4rT3XrRFkzJJQ2TqG8FSXTmTxT1V,1,0.0002
835,9hHuTMnTEw72axD4QRMtBu5cVVxq72eSaH9uGN3h2WtzPaNGSHi,1,0.0002
836,9hHss2gmbU4pix6nijybppZjmdQtfYxVjpqYU4vwsgWeAaSSUsi,1,0.0002
837,9hHsXSYKigHyWMFoYd4TyRrzu4oxvWqxXQbbavPb8oqYM2q72h2,1,0.0002
838,9hE4RSuRsu3Nm3ayXbk3xU6743xgGuB1VnGTaztAvU84h2j9YdG,1,0.0002
839,9hHjmVjGcrChcJkjCX18yjArc3TyHtdwyhLpmNLjcTUyq85gDx8,1,0.0002
840,9hHggUN6hLNdizFtk9WMSuzLnms5hvd41MUhnGFNGPsABC2igWN,1,0.0002
841,9hHfqhH9qYu5jq4fxAVj23J1bMJ7vK61kbieAwXKzu3dkdWiLvC,1,0.0002
842,9hHfeiWZrC515zSk2QnL2WeA8ucqGxXrYHA3NgWzudTZArq7Mih,1,0.0002
843,9hBSNEcobYF2E9QN5RsH5P6S7eNFaN7HKswmRRhKkR3fir8xpFR,1,0.0002
844,9hBYW4x86cvSDNQ74VYeBAn9dy5oSW67roaWNtBnrsProfLQm6P,1,0.0002
845,9hJ8TDwpaTqBAtRysgNVK3Z9HSdbWxkmSbtjzWEgvgsVPoSB3o5,1,0.0002
846,9hBBmmq7besSnBhFnRG7qTTLmW8TwSse2CjmbYeqtmAw6uBfPNj,1,0.0002
847,9hBZCfXYDjrvn6WdBeHyJVKaxKC7ULgwUHJrfh1Apu3VXR5E26X,1,0.0002
848,9hJbgxUQYaTcRLn9kBFvCQey6EKw7rw4vZm7dW77k249NYpCFHd,1,0.0002
849,9hAnyDH87aRkDmvSB3R5CLGeEpmjmqnz4kQEw7RZhEkhucShjcV,1,0.0002
850,9hJkzgE2HStBhXH7RNMjuBg6hFZjYiD3GPp63NqnHKq3AdSHyKQ,1,0.0002
851,9hAwhGnQSgj14QU3oTtzws1GpLoiPCxgJqPPSC27kSjvx4NYbxi,1,0.0002
852,9hJk75p2bFzi8JcA1GkPP2T6E7Lv5Yx4yzJMf7KGpFctv3dJsDf,1,0.0002
853,9hJhGzbACFQDnGMukD87ZRB4iT7oiLCmg242fJrRhpMQDS8JtLi,1,0.0002
854,9hAxqzqtuGatmVTRJkfkN7DzaokuuWqxXdgpWiz5vxNJfktJKec,1,0.0002
855,9hJagJ8V6gnVtsXGegVnKaMZRsGRy2jUTzQU1VXrnLht99FMwp7,1,0.0002
856,9hJQBHGh9rrWVzjxGreLdM26iXNoUHMYWJndRaWfhBtdD3voZKf,1,0.0002
857,9hJYMtQCRFhoS6xipXB58Gc81aoX7us3ALausav45uXYzzE3QW5,1,0.0002
858,9hJUU8GrTYXTVB4HHYJ7zifa2sQedrHEyX4teMUcxS952nmSWVB,1,0.0002
859,9hB2BqhGDtvWQ5UrqffjTAymoWMCyEs39cvS9EzuiJZG8tREx2A,1,0.0002
860,9hJUNu4xdo2cB6vzxaMQy4M5ZZVqHFEc6BY2QkXbRQtCU5y6cKm,1,0.0002
861,9hJSdVrvgQqcZatx3xbYC7UkQkTTaCGeXeBfsp847PZcAF5eL64,1,0.0002
862,9hJRFFEsbBQoJfBp1TgrcsfCfazmNEvTRTpNV5MkpsdfMTcuz9q,1,0.0002
863,9hHbqZevnaAGKi2aJdGB9aSVGjtKxd9sz14Cjph4i2KT4Zpt7gQ,1,0.0002
864,9hHZidoXy6kBRpe9D2Vc7uqizgRPpQksnqxLB9xDeu4xKXTD2VM,1,0.0002
865,9hGHSkAKPZtXJ5YFPe19x2zGWSTPB97qEexXyDNhinnwd49Fi3q,1,0.0002
866,9hGY2oFRXXobGgJYhbBKyezqMRj88qWoxrWe8LEBpat922NTyEE,1,0.0002
867,9hGm4a6j9c7Urw3ibzrDtrhhYhhvBiPwhgcXv9JxeGrwRarfPds,1,0.0002
868,9hGiAehSE7k5kLBqtNbgBfywnvNs9CjXZDnLxtsPZvcwULkY7QE,1,0.0002
869,9hGbGk261B55hXHWxeGvhPxAkiX7NUQ6MgMNa6N2BzHg4JUhm31,1,0.0002
870,9hC2NG6Y3LiWuzkRrVg7qdVACvAhnk7FTg7KRL7aHmVQd9qG6iD,1,0.0002
871,9hGZZTPWo7YgoinWVCwBr3EaFYoqJQAwnUCJHRSyWkWafZG2Zat,1,0.0002
872,9hC2j2LoDj5T6MGpmJrpo3986Yd6xNA9mH2oCbDPhDPTgpGukCA,1,0.0002
873,9hC6CnM8igtt2z8GkkJTXbQWUqYzwWsUuLoQDn7Q7Kct3thrAUb,1,0.0002
874,9hBxdDJCfuS3MywMPGMgYvNMAt9tJp5GqXkDe3f3VBccLL4bRZa,1,0.0002
875,9hGXFxFU8JFM4UYGGAPCZE859NzSRw6iwfayNeU5S6LmXmMCuj5,1,0.0002
876,9hCA5ky6wL92BVzHjMbTsuWbFZqjJoU4frHQaHUxNAuquq1YLHu,1,0.0002
877,9hCAm3b5jZFLoFeoPN4g94jBi4zT3edJDzBbwEc28hzmR6fNiQC,1,0.0002
878,9hCAmVDfBHzWgYv8VLfZeCG1wxowGcHcWNV1btFWXJHnwEuHQp8,1,0.0002
879,9hGLaURFNmTwXtH26X7E8SU5yM4VE9DRhq8vyNiiAcrhRp1EyzT,1,0.0002
880,9hGJR7dgJpwfmLBhngUcMiGXHgYnek7kksMGcssAney18uihdyE,1,0.0002
881,9hByDouj6BUbgp5BrSCnhUo559AjNDyZF1RqgJEoGWWYLL5hZV7,1,0.0002
882,9hGrePb44xdT7voTVJmKDyKxb2Vk4bJCbCg6kGx8KfVxgAjTbQS,1,0.0002
883,9hHN5onn9h1F9rETEH7taMo4nBWJQVmFL9VpXVtG4kNAbG6MesT,1,0.0002
884,9hBf3xXke6owXpN5ZAH46fyyqwr5NsGHpKhr9pMkhHFLo6U8Dot,1,0.0002
885,9hHJZwjsBfEJh3fPMbduDtDheMdiEBfpvMGC7KgQvo2P8wJx2Vo,1,0.0002
886,9hBdU3d2pWDT7CRCaDR5DVsuE9GzUbVZ3VnbiebFLUSdZMn6hes,1,0.0002
887,9hHHuyT8Z1hn47HTndDXeQvgys4z9vcvwEg3aEk4QEutKJ4oMU4,1,0.0002
888,9hHGnnAM8XaqLuTR6QKCJ4ZEHrXJbnovBdXPT1rzRuYnSrk8tKc,1,0.0002
889,9hHEQbdKW3EGnbj8rpkhSHcPX7Quumg6WTZJbrodSRDpNnCsmt6,1,0.0002
890,9hHCzuxiwW9qkcfMPEDwm4Yoh85XGwzKMJipVeKDkjzMQbQnWyX,1,0.0002
891,9hH8uGWEw5Y2WDYyWDbAechQp9i7Zj9MS8Bk8bw72Z2czEgDKKx,1,0.0002
892,9hGsCnuULiySG6R2pbokxXBTEXMwaPkhGG55TrcsGz7iNDPmwga,1,0.0002
893,9hH7TfrZRVXtnDFfRX4dnoo9oCvvmJCahDLWRLoV2rQpDNE1PsN,1,0.0002
894,9hGumaFjHT4eExYjgwBj5Q9wm1KqTnjRfs3Fdgubp1qa2UBjjSN,1,0.0002
895,9hBterCp7bPkMDUofvk4XoxVbUB42eEDdzWVuXjTnDFvERkTzrp,1,0.0002
896,9hBvpD2NfJg7MX9ag1AKMEo4be9LnsAinZRpnR1DM9xrana8rhB,1,0.0002
897,9hGsdeUPKRAT9SarQWF7TCwBbgJ8f1RtGoLD3WqKA1wHYg81dQg,1,0.0002
898,9hBwbn6HvveNb4FM1bToTacjNssfebUReR1GpxuyeTo6FFnbUZA,1,0.0002
899,9hFH62rdrCLL8V86JFK6ZHFyugkmzpG5MizuWxA1VKzaJkVbbMe,1,0.0002
900,9eXPa5iy6VKN7wC9QYCf3weMUF4Af3hXS3XgPSS5yhLE6VucL7Y,1,0.0002
901,9h8DMkKHuHb8Vfy9PJzsCJ2TWASEMpfSCbFDqcUsKD8VpuDU6Y9,1,0.0002
902,9gpWEB7MVhVuzKw2wycRbkmC7qv8t8mti1m1gW6WpK4wTVvrrLX,1,0.0002
903,9gobhvmGhcfcA79qU1WPU17X7dVbuiTKBBGqJbXg3op22QF8bEu,1,0.0002
904,9goiVJur112yw9v8WBn8AMmdg1aCa1PgjHgyiWFJQvgQS9yMLzU,1,0.0002
905,9gomDwKwi5H2nsGgoz3yhpkXMaQ6Fb6My3irSXhSBb4muZyTCxf,1,0.0002
906,9govSLxQgnJbMjZ3qWAoERg4sxvCjJ5Z5Tdnjy2TY7iFPFmcWTb,1,0.0002
907,9gpA2MAKtUzjsCAUyMVtatsQTRYqGXDCUn6hmsVcL7U5TJf3zji,1,0.0002
908,9gpCg8NhuFZGoJgjcG7WD4PPsXGaYNeEecnY9knsGEgeFHHXy28,1,0.0002
909,9gpEKonUyzPHxUQdkr4dwYK6ZYd1p9PTBF8mpB6XS3AHnVudCHT,1,0.0002
910,9gpHqmNtJ7x5QbUs6b6wV7dii1ZbYSAwZ65uzUPktcWsGth2QyU,1,0.0002
911,9gpKDSRJji6oSEaBHKV4BRT683aMNB4eb1eevrurBe4QPz5k3zB,1,0.0002
912,9gpQ2mcJEtNzSFxZxp2P9Tp1TC5JN4nYYzijF7ykatkQA1TgTe5,1,0.0002
913,9gpSWsX8tfg112vmBE5j4v5jz7nqxM7P9RjPKHcFFtWuHHGN6pt,1,0.0002
914,9gpUqjoSZCCiTG7o9zUSiwUgkCTjVKB1cmMavF7cvLmuZfMi9z5,1,0.0002
915,9gpXpedVoRozjPpN8LSf8AGYvd2X4pPepuvkcSCEDjUrikZqNfp,1,0.0002
916,9goYCsw1VQv8EEE1ZKPAyi1u7c3Y8BGfPT1vfXj6qBUA4ppQLbP,1,0.0002
917,9gpbWq9rYQuDx3MaNf7LFzcZpNK6FUwcKK4U6cZLGrVr3Q58yrr,1,0.0002
918,9gpepPHriUP6YFzVFvJuEwQvmHhXkwhRSiEENEASJWdpLKSmMbr,1,0.0002
919,9gpnkMuqgU7sfE88z2PvDdWanrBWAnXaV37Nr3Mtc4FEptknEcn,1,0.0002
920,9gpo1NZjTsnpgNjPCaPQaJAmsQFVfS8C7RZHUY3VgnD83TeuvTS,1,0.0002
921,9gprF6sVJgCNG1a5p6jHR9h6juRSv1Pi19qpjmvihVdAGd9ivhB,1,0.0002
922,9gptcH6LPaeNqze3Jn6r8NR65vW1aSmyQkuMNmbFvwYnWkLhEnr,1,0.0002
923,9gpyvjVV9JJi6wHctezf78wxKuNBEnejRM7i4us9zhPgCW5Gutu,1,0.0002
924,9gq2LCKAhxNTy1bAZd2453bu7wwbmmb4ajSrP4kSYup7wdUVvAS,1,0.0002
925,9gq5Lv96Daz4WDxopsLV4Vhi6epF8D5wb4YXBFkpSDKFSeFwgK9,1,0.0002
926,9gq9uoP8kgbBSYsL6kJXrYyMPSTPWQfZncXVy31df6Dbgmy4zeW,1,0.0002
927,9gq9xC4P2SPseFBa2qmSqGzg57Dwk7iu99uJY9q6dNFuoaKK1ro,1,0.0002
928,9gqBU6bff1ReD8YJtY5wNUHHzf9kxxodhh6tubi3tuaXF2PADxs,1,0.0002
929,9goaRviRiwLFT4Ve94MKB9NNjQ8HGQodgLBDnxvn6ZgjsNhNGV9,1,0.0002
930,9goY3cH9J2RUR1YU7UaCd4TioGGjHdhkvCiAuc4x8fWdp69CZTd,1,0.0002
931,9guGJyKtZDjbeqXUz41y3XR3TAy829MQPN8VGBqidhw1AdCMzK3,1,0.0002
932,9gnXGghvad61GWeeB35QWnURAp1TGzanditUJmD3optqvamwcBU,1,0.0002
933,9gmgGh51DEfhn7Zm321m3L8WQkModzdA7fm1BF7EjArDxBxBJMJ,1,0.0002
934,9gmrumPi7kac2F1wB7tMKYFNd7YvLoQBrE9pmj4KNaDej88duw9,1,0.0002
935,9gmuLptUuddMGNifRL37XWjr1cS4iBPp6TGfG1L5Ugn6Em5WYCG,1,0.0002
936,9gn3b42diuNwbUJYAQVvJ1soFpx7xfJyPPdiFzkum2XGuaHpZRr,1,0.0002
937,9gn87uQ4Tovt83GtxnUzJipmD4j3fvfjwTSv9QR1mcFXY8346vm,1,0.0002
938,9gn8mEJd9Tpab4JtfhN7d9SJfwLwe4xk5TLPFxCbhSLk79cFiuH,1,0.0002
939,9gnDHU4Y38jauVriLCPUNpjHhz5kzFFASq57B6qNM9hw81ETFjc,1,0.0002
940,9gnE4mjAAD6yXxgbMz9t2K1Qw5zwcHXQWA5uitohFP9SMtxdREt,1,0.0002
941,9gnJ2azgow5jericLsDfPvfiWb2gEz9DmELzW4NG1KyCwHuwZcJ,1,0.0002
942,9gnQeVSdTKCvaW8hZapYfsDu9SAYXyYCStKXKdPQBhXpYcvrXD2,1,0.0002
943,9gnQhCKDPgGVCwnwNYPV3uTDPn38vSCcywTrdxq7aM2QSmwebCR,1,0.0002
944,9gnUKCSrJnUh8exWTJsZd6xvwuArQmCcTo27HtxwxSK7QsJeUHc,1,0.0002
945,9gnY2ct3QBqNdJYgF3mDMLsj5HDWtN2gk5jrJzQcpCcmUyWUBPB,1,0.0002
946,9goW9VocC4k8C329ih7t6X8KEKjCwUdHJBPvvBmjm6z4yYNEDzA,1,0.0002
947,9gnYPRnNP6SvoM9mG8WBDzKeyZ5SSNBf32ggL4ah11PqQMX2Eou,1,0.0002
948,9gneaPJQWMioLzUD9Q7kPRVV6rx5vGbUaf8yEx9vfyATxSbE4XZ,1,0.0002
949,9gnmJQytB35MsSJmbJxq52G26X7TpWxCuWfCCEbGT5e126NgKpK,1,0.0002
950,9gnmKjqNUXVJt1YYuL7BWqHZgDBB8wHLigBtDstZJQWR2A2TzLi,1,0.0002
951,9gnzPEpQtaMeiT8Tyk9Qjgakt26wzxijnuFT8iAwAUK5ZjGxkB1,1,0.0002
952,9go1QHWZnK6HezxyxzGxmgL5UofMAFktprsEetqDAGmSHtbnX5U,1,0.0002
953,9go5Tnhtz9Fk3jqBQBbt7ngHNRTB8qgwEj8sEcA3gfkNbgYryD3,1,0.0002
954,9goBn3BivAyY4PBW12n89KswSLYAz6C4JhN6S8WCxgMp22xCV5M,1,0.0002
955,9goKZ76KWv6JNJUDLgPh6c7873t1qr5fYYNpyr7p8wD65nAznfi,1,0.0002
956,9goNbBPtKCHrNFbcTpWdBsWvAdmg4ykm7YwcruNW2iAs8c9v8jW,1,0.0002
957,9goNoe6iw6LStUW1ctLedg11F2amR4xQ4r8p4bysiHR3YcCGTRo,1,0.0002
958,9goSiymwHv6vmi73DtU32kyPx6ZAehxn9yvkAgvcRRokuxrej8F,1,0.0002
959,9gqBv5AK6CPUUwqAfQpivtcUJcYfdYTYmrFejH9YQyeBWgctNF2,1,0.0002
960,9gqFG96cd3xPZmYqqbenPd6mEPQn57hXSD47hvAXvqJHFv9ERVp,1,0.0002
961,9gqKE3hzqhCZDVPGHnJ2CZYaiwLuuXZshW1nCfrgAc59hHYWoC5,1,0.0002
962,9gsw6tQupCtg81aMufDMhiqchjsHC44BTKNcJre8URfzGwGLxaB,1,0.0002
963,9gs4hnTjKiuEchSeti6WLutzEyri86EqJiYLYwA7bkTULvYF78i,1,0.0002
964,9gsCddyhxL2gahtrNecSTNkRV8L6HjFM3r6CQfUWFVGcPTL5CRP,1,0.0002
965,9gsDYDopEJzLZVPzK6z8grTEsjo8H7Am14g15qv2KPyiUzjCTK7,1,0.0002
966,9gsJ9qSkEBzeMVP249Fqe5dtRVjHX4N67Lk2ffwqb99YUcKUsSt,1,0.0002
967,9gsK7QcvhzSQL3PEJNWkN5sHLQBNnbY4bZQgkEhhJmCX5vTTFsd,1,0.0002
968,9gsMrQTbc1Gm3oUNFME5hYvAjCRWNv514dcXvy2kVzBZ1SEiHbB,1,0.0002
969,9gsWT4c1JQV2uEU1fRqSepVrNwzMT4MVPMJq3dxQDGEx8kz1akX,1,0.0002
970,9gsdaAdiaHPEEeAuGR3PWbBGKnXENtLTnTMV3WwgSbj4vRYQnZn,1,0.0002
971,9gsjaWMd8fhq8vevCMH469CbkWDv4tdUbjY7NLnFCGKRHjTRgrV,1,0.0002
972,9gsjaxir66Z7mdf5sfi9hjZ6uptdU2ie9sx8RajGjFvWkGwLyt4,1,0.0002
973,9gsmQpcu4r6PCpRG4vtkbTXcyBfrnNSzFF6gCQq437PiZq4dbsa,1,0.0002
974,9gsv1DMnwvbzp9jTwLke5u3hCrprZ5bMp7dzYDBe2huQAguwT7E,1,0.0002
975,9gt5fes6wEgDPAD6rLiTEwoj4XqZmGd57PAwKhcQDQrZXkx7G8R,1,0.0002
976,9gqM7dVhfzGkihg3cp3t7bZZVSvpyaRm6gz6VTd8MTSg6NDQGWC,1,0.0002
977,9gt6KkpRESNWBXbZstM5zoPuFxt3e97jPs1kY1QUvziuSo3URSA,1,0.0002
978,9gt7uyk3kT9izMS7YtziySt7rwHuXiwoDcDdJHjpHVCLsBjaxwd,1,0.0002
