,address,amount,percentOfTotal
434,9gPfKRzFBxE6EQWeD59chbejA28MQTyZGuMzguqmYnFZqitL2Ej,287.86,7.1965e-05
435,9fcPCnaNZeZusNZcqghpa2Tz8ZVDkV9vY6GJtwb3P1qHQVHwZzj,283.95,7.09875e-05
436,9geVL5bkLBJrQs75D1FgBPyfyLbxp8kSj3qkzJAk1muad3uL3iQ,282.31,7.05775e-05
437,9geraur71CDQ5F8avUwd6z39gG8KeMcdw2ZswQS5rJ8qR6MTgaK,281.66,7.0415e-05
438,9hXubfbRSZbhYmwRNemraR1LP1bczYYbVfEVRbbFGhH1YyLq7sZ,279.77,6.99425e-05
439,9h84cUWV1D71dMWK7tPCEdve8dCaMy1UjyxgR2GYvVzRScGRuw9,279.6,6.99e-05
440,9hFKpeMKccJYSCskJLN9oG7Q2VHXVhNRTMdeBoiYEEEsdo5M7iB,266.31,6.65775e-05
441,9f6kKpMPcGBkNT5wVB3Z4m6b1p9zULXLSLT79JMTnMhrfpJMe77,256.41,6.41025e-05
442,9gN5Ak9umufapF9etGXykQZqNU5Ro1ShN4PuHxnsG8211iYMKSR,237.0,5.925e-05
443,9hTfzhSJaFMaUehqu71XDF87KXs8wNHBUM8UfeiZp2Tye2NHq1t,233.01,5.82525e-05
444,9gtLvQkgGZiqH8JKK3H2MZLBspBDXBjozMGQvZzv2BzVWxYFAKp,231.63,5.79075e-05
445,9fYDarJBUXbwgWYCQ7aubqXkcGH73UbdC2eDgf6D55e4Z3uQNG9,229.63,5.74075e-05
446,9gsUZfgsJtJfqbh2SUsNKAxNMZ94sbLphGGS7YM1wL1TrNbFKbL,203.3,5.0825e-05
447,9fDmRA4hHSXBDoWnbDu8pk2Sijw1AiWjfJXMksE65FRCnyhNaWb,200.67000000000002,5.01675e-05
448,9gV1XZVSj8tNJivTSppnVsmjEpGDt51ePqpDd9cMWdgZs8ox7pG,196.14000000000001,4.9035e-05
449,9fZp4pXSHnsqoKKnNg1Kby8C6x2v2BJEK7U71rK9fJ2Gv7ARw5G,185.0,4.625e-05
450,9hVZpupcp4yw25HfWzMsERhiKp5KXWcr4EUBJffYoQQbJPB81DA,183.56,4.589e-05
451,9evUebiGfxxH8qGBswijzsUaozUjQNDP3fpsnLpy4tC1KuqKUcN,182.12,4.553e-05
452,9hx1VNgBUygtkYc2ZFeDNbb1DE7YYxsNto1APVRN1FvLubM8m9m,182.05,4.55125e-05
453,9hLrZ3VA87DDCdEevV5n4fGwyckNC6Y1VEJUDo3j9tMRL1s5vCf,180.0,4.5e-05
454,9hmJctVejUhPcJ8PjkYAZAbLkAqYbHqRdPufKiFVbEtCvXRcShT,179.23,4.48075e-05
455,9fwnaT9VCCMBwgbavdnaTJpcZhwBoe1GTCUjmzou6RsMwpcnJzk,178.73,4.46825e-05
456,9hhbQHeQcWyqwYHThwX3qE7Q9oWBhS9bQ6FCYuaHC9LpPYHif53,175.49,4.38725e-05
457,9ej9KHu6SUPxyuvnUCCKoK9L8FDBPfUf5uTHYVVf8vnnZnXGyjD,174.66,4.3665e-05
458,9gzFexBuxJySNj5G5CoHHzrbrsXCeah9srpkNR2C5ETdRunhjQW,166.66,4.1665e-05
459,9g37sExcgckNNMbs2n7p19ti5x9u8zAKTfQevLNjvFC1wDoBFmE,162.62,4.0655e-05
460,9heBaMh4SPqLHocyoeN9tEVZv8GQytaa8GY5UhhxsB6CTydXX84,156.61,3.91525e-05
461,9foRd8ww7KsPQv8vgcKjTbUDbNPGcqGrGDJ4fMWnQpZGuppFiiP,154.82,3.8705e-05
462,9h64z45mf5Vk2bN7JsAHP7vedYjZG7kPpg3fGxCD7C223i9tiUF,150.0,3.75e-05
463,9fWGu8E4ZTj2AKGEAtBLAGRGjoKrT1fQavEcEbG2Uh5XJHHddhS,146.76,3.669e-05
464,9iG2eTkf4ermwVFyJVAqxsvaLWH5srUb4jzWKEbXYmPS8CsY6tv,136.78,3.4195e-05
465,9faKNSt6n2qNs6yCw1giiA4XudMBXPGWX6F1NrdGmpjCXWDEfWK,133.02,3.3255e-05
466,9gZJsJMvMvaSaoxz3quHzevnBDD7xS92x9bqJYtfmcqGokf7R4W,132.83,3.32075e-05
467,9f5SB6jd2LaWEvFGgyj8hMZXmavjV5xy3mpAVanLMUUqNg2xYEV,132.47,3.31175e-05
468,9hFXeoitz9zoB32spWauBkofXaHj8uQeh9kuQzs8rHUnMR8NURr,131.48,3.287e-05
469,9fzQ2yW5yw2RB6ZmriFoa3g4smKLdXHThvbcwftWYd9fipEx5Na,129.58,3.2395e-05
